word,rarity,avg_sub_len,count_ge3,count_ge4,count_ge5,easy_valid_count,medium_valid_count,hard_valid_count
palsied,4,4.13974,229,170,75,41,141,164
palsies,4,4.16564,163,123,55,21,89,120
paludal,4,3.7907,43,24,9,6,22,23
pamlico,4,3.85484,124,80,20,19,71,80
pampero,4,3.75532,94,53,14,22,65,51
pampers,4,3.96667,120,78,31,23,82,76
panache,4,3.97183,71,45,19,9,40,44
panamas,4,3.84615,52,30,12,8,33,30
pandean,4,3.93651,63,38,16,11,37,38
pandect,4,3.92742,124,80,29,32,73,79
panders,4,4.135,200,145,68,40,121,142
pandour,4,3.7541,122,69,18,24,63,65
paneled,4,4.0339,118,81,30,23,68,75
panfish,4,3.77,100,63,14,17,55,61
pangaea,4,3.87234,47,28,9,6,24,27
panicky,4,3.73611,72,41,9,15,42,39
panicle,4,4.1195,159,117,49,37,91,112
paniers,4,4.22925,253,193,95,41,142,191
panjabi,4,3.71429,49,26,9,8,28,25
pannier,4,4.02609,115,77,30,28,59,75
panocha,4,3.83077,65,37,14,6,35,37
panoply,4,3.65574,61,29,10,11,36,26
panpipe,4,3.70732,41,22,5,8,20,21
pansies,4,4.1745,149,111,51,20,76,109
pantile,4,4.09333,225,162,68,48,125,157
papally,4,4.02381,42,28,13,7,20,27
papayas,4,3.66667,27,13,4,4,16,13
papered,4,3.86957,69,42,14,19,48,39
paperer,4,3.72973,37,19,6,12,30,18
paphian,4,3.60526,38,18,4,5,23,17
papilla,4,3.95,40,25,10,5,19,25
papists,4,3.72603,73,43,9,13,48,41
papoose,4,3.69388,49,27,5,5,29,27
pappies,4,3.60465,43,23,3,3,27,23
pappose,4,3.64444,45,23,4,5,26,23
papular,4,3.91803,61,40,13,5,24,39
parader,4,3.94203,69,45,17,19,43,43
parados,4,3.84762,105,67,20,13,60,66
paraiba,4,3.675,40,22,4,7,23,22
parasol,4,3.93204,103,68,26,9,60,67
parboil,4,3.81148,122,68,27,22,70,67
parches,4,4.31604,212,163,90,47,136,156
pardner,4,4,105,69,27,26,60,67
pareses,4,4.25424,118,87,46,19,71,85
paresis,4,4.20231,173,129,61,28,101,127
paretic,4,4.06842,190,132,61,51,113,127
parfait,4,3.79545,88,54,15,19,50,53
pariahs,4,4.02542,118,80,34,18,64,79
parings,4,3.98718,156,109,36,34,98,107
parlays,4,3.90476,105,68,25,16,61,67
parleys,4,4.15152,231,168,84,44,132,161
parlors,4,3.92771,83,54,20,9,53,53
parlous,4,3.92763,152,101,36,17,77,99
parodic,4,3.93798,129,81,33,29,76,77
parolee,4,3.97273,110,68,30,23,69,66
paroles,4,4.16872,243,182,89,38,139,178
paronym,4,3.66667,114,59,16,25,81,57
parotic,4,3.96875,160,101,44,34,97,100
parotid,4,3.83974,156,92,33,35,92,88
parquet,4,3.79208,101,58,19,23,56,56
parried,4,4.09483,116,80,37,32,73,77
parries,4,4.2,155,114,55,26,90,114
parring,4,3.75342,73,43,9,18,42,42
parsecs,4,4.33333,159,124,67,34,107,117
parsnip,4,3.79787,94,60,13,21,61,59
partite,4,4.02143,140,95,41,32,85,93
partlet,4,4.13869,137,98,49,35,83,93
partook,4,3.7037,81,46,11,19,49,42
partway,4,3.7125,80,45,11,19,48,42
parulis,4,3.99408,169,117,44,22,83,115
parvenu,4,3.70968,93,54,11,18,52,53
pascals,4,3.96774,62,41,16,8,41,39
paschal,4,4.01149,87,57,25,9,50,57
pasquil,4,3.89286,84,52,18,10,44,51
passade,4,3.77586,58,33,9,7,36,32
passant,4,3.92,75,51,16,14,50,49
passels,4,4.12195,82,60,27,12,50,57
passkey,4,3.7561,82,48,13,22,45,44
pastern,4,4.22909,275,215,102,59,158,204
pastier,4,4.22293,314,243,117,67,184,234
pasties,4,4.06289,159,114,45,35,93,109
pastose,4,4.05769,156,113,44,35,94,107
patella,4,4,86,58,22,16,50,56
patency,4,3.62245,98,49,11,27,64,48
patinae,4,4,127,83,33,23,65,81
patinas,4,4.04516,155,109,44,27,93,106
patness,4,4.11043,163,123,49,37,99,117
patroon,4,3.89524,105,65,24,25,66,63
patsies,4,4.06289,159,114,45,35,93,109
patters,4,4.22335,197,153,74,45,118,142
paucity,4,3.60294,68,29,8,14,35,28
paunchy,4,3.59091,66,29,8,8,32,29
paupers,4,3.96154,130,86,33,22,78,83
pavings,4,3.85849,106,69,18,21,65,67
pawning,4,3.80328,61,33,12,11,35,32
pawpaws,4,3.66667,27,12,4,2,17,12
paydays,4,3.58537,41,18,4,9,26,17
payoffs,4,3.57143,42,19,3,6,26,19
payslip,4,3.81443,97,61,16,15,51,60
peacoat,4,3.77922,77,43,13,20,48,43
peafowl,4,3.5,84,40,2,12,53,40
peahens,4,4.00926,108,74,30,17,59,73
pealing,4,4.11732,179,129,58,31,93,125
pearled,4,4.10687,131,91,41,31,82,86
peatier,4,3.95556,135,87,34,36,84,85
pebbled,4,3.89189,37,23,8,6,23,22
peccant,4,3.72222,72,41,9,23,49,41
peccary,4,3.71622,74,40,13,24,53,37
peccavi,4,3.67568,37,18,5,12,21,18
peckish,4,3.88506,87,58,19,18,49,57
pectase,4,3.98291,117,81,28,36,84,75
pectize,4,3.67568,37,18,6,10,19,17
pedagog,4,3.59375,64,30,8,10,36,29
pedaled,4,3.9375,64,41,13,12,42,37
pedants,4,4.04082,196,142,56,49,123,134
peddled,4,3.68421,19,11,1,4,15,10
peddler,4,3.8913,46,29,9,11,29,28
peddles,4,3.90476,42,29,8,10,31,25
pedicab,4,3.77381,84,49,14,18,49,47
pedicel,4,3.81034,58,36,9,16,40,34
pedicle,4,3.81034,58,36,9,16,40,34
pedlars,4,4.17561,205,150,76,37,131,146
peelers,4,4.20312,64,47,25,9,35,45
peepers,4,4.07692,39,27,13,5,23,27
peeress,4,4.17073,41,29,16,7,22,28
peeving,4,3.72917,48,25,9,11,28,22
peevish,4,3.68627,51,28,7,8,30,28
peewees,4,4,24,16,6,1,14,16
pegging,4,3.48,25,9,2,7,13,9
pehlevi,4,3.56098,41,21,2,11,30,19
pelagic,4,3.93396,106,69,23,23,56,67
pelisse,4,4.08108,74,54,22,15,45,51
peloria,4,3.87898,157,100,33,33,91,97
pelorus,4,4.07317,164,116,52,32,86,111
peltast,4,4.23164,177,137,67,38,108,129
peltate,4,4.05814,86,60,24,15,48,59
pelting,4,3.80645,93,53,18,24,61,52
pemican,4,3.93913,115,75,26,34,74,68
penally,4,3.7907,86,50,16,18,59,48
penates,4,4.10241,166,124,49,39,99,118
pendent,4,3.79412,34,20,4,12,23,18
penlite,4,3.86585,82,52,14,23,50,51
pennate,4,3.91781,73,45,17,17,39,45
pennons,4,3.70455,44,24,6,12,25,22
pensile,4,4.11009,109,79,34,24,67,75
pensive,4,4,77,54,22,13,44,51
pentane,4,3.91781,73,45,17,17,39,45
pentode,4,3.83721,86,51,15,29,59,46
pentose,4,4.01626,123,88,31,40,77,79
penuche,4,3.8,35,19,8,4,18,19
penuchi,4,3.76271,59,31,11,14,35,30
peonage,4,3.73418,79,46,10,13,38,43
peonies,4,3.95,100,65,24,20,55,62
peopled,4,3.74074,54,30,7,10,33,28
peppery,4,3.77419,31,17,5,6,18,17
peppier,4,3.81481,27,14,5,7,20,14
pepping,4,3.56,25,9,3,7,14,9
peptics,4,3.86301,73,48,12,21,48,46
peptize,4,3.625,24,10,4,7,14,10
peptone,4,3.73469,49,27,6,19,31,25
peracid,4,4.16763,173,126,64,47,106,119
percale,4,4.12069,116,81,38,29,77,75
percept,4,3.89744,39,25,9,7,25,25
perches,4,4.23377,77,55,30,14,44,54
percuss,4,4.08989,89,63,27,18,53,60
perdure,4,4.05357,56,37,18,10,28,36
perfidy,4,3.65714,70,34,11,17,45,33
perfuse,4,3.98718,78,51,21,17,55,48
pergola,4,3.9645,169,112,46,32,96,107
periapt,4,3.88095,126,80,27,33,78,77
peridot,4,4.04545,154,102,44,40,90,100
perigee,4,3.58824,34,14,5,7,22,14
perigon,4,3.98496,133,84,38,28,67,81
periled,4,3.93333,90,59,21,22,57,58
perinea,4,4,118,78,30,24,58,76
perique,4,3.82857,35,20,8,6,24,20
periwig,4,3.5,34,14,3,9,25,14
perjure,4,3.88889,27,16,6,4,17,16
perkier,4,3.77551,49,27,8,6,26,26
perkily,4,3.80682,88,53,17,13,45,52
perking,4,3.93684,95,60,25,16,43,59
perlite,4,4.13889,108,77,34,24,58,77
perming,4,3.89583,96,59,24,16,54,58
permute,4,3.93421,76,48,19,15,45,46
perpend,4,3.78723,47,30,6,11,25,28
perplex,4,3.67857,28,15,4,4,20,15
perrier,4,3.63636,22,10,3,5,15,10
perseid,4,4.15702,121,88,41,26,75,85
pertest,4,4.38202,89,72,40,17,46,68
perturb,4,3.7931,58,35,10,9,37,35
perukes,4,4.11111,99,69,34,15,55,66
perusal,4,4.11261,222,162,75,34,116,157
perused,4,4.13913,115,81,40,21,66,76
peruser,4,4.17808,73,50,27,12,44,48
peruses,4,4.17857,84,59,31,17,53,56
pervade,4,3.94624,93,62,22,23,57,59
pesetas,4,4.11429,105,77,32,26,68,73
peskier,4,4.08475,118,86,37,16,59,84
peskily,4,3.94643,112,75,28,20,54,74
pessary,4,4.09589,146,101,48,30,85,95
pesters,4,4.44681,94,77,45,19,53,74
pestled,4,4.0641,78,58,21,21,51,53
pestles,4,4.22535,71,57,23,19,45,53
petaled,4,4.02459,122,84,32,25,72,79
petards,4,4.2439,246,189,94,55,151,178
petasus,4,4.01408,142,98,38,31,79,94
petcock,4,3.65789,38,21,2,11,22,20
petered,4,3.95122,41,27,10,13,23,26
petiole,4,3.85185,81,48,15,24,48,48
petites,4,3.96825,63,43,15,19,39,40
petrels,4,4.35714,126,102,55,23,68,98
petrify,4,3.80723,83,49,15,17,48,47
petrine,4,4.24793,121,92,46,27,58,91
petrous,4,4.25676,222,168,87,49,129,160
pettier,4,4.06349,63,43,18,15,36,43
pettily,4,3.75,52,30,8,16,33,28
pettish,4,3.84337,83,53,14,25,51,49
petunia,4,3.9359,156,103,36,29,76,101
pewters,4,4.30769,117,93,51,19,62,89
pfennig,4,3.56098,41,17,5,10,21,16
phaeton,4,3.75,148,87,22,35,89,80
phallic,4,3.95714,70,44,17,16,41,43
phallus,4,3.85393,89,55,19,14,46,53
pharynx,4,3.2973,37,8,3,8,25,8
phellem,4,3.68,25,16,1,3,17,14
phenols,4,3.90984,122,82,27,28,70,76
phenoms,4,3.80531,113,69,19,24,65,63
phillis,4,3.88235,34,22,7,12,23,22
philter,4,3.91,100,65,22,26,53,63
phlegmy,4,3.72222,36,18,7,6,22,17
phloxes,4,3.82143,84,51,18,17,46,48
phobias,4,3.63793,116,60,11,11,63,60
phobics,4,3.66667,84,43,10,14,50,43
phocine,4,3.83333,96,56,20,26,64,51
phoebes,4,3.66129,62,33,7,10,41,32
phonate,4,3.75,148,87,22,35,89,80
phoneme,4,3.67273,55,28,7,10,30,24
phoneys,4,3.8629,124,73,29,25,63,69
phonics,4,3.81905,105,62,19,23,69,62
phonied,4,3.73077,104,54,18,20,63,50
phonier,4,3.87611,113,67,26,27,62,64
phonies,4,3.86713,143,89,28,30,87,85
photoed,4,3.74286,70,38,11,17,40,37
phrasal,4,3.91765,85,55,21,10,51,55
phratry,4,3.69231,65,35,10,18,40,33
phrenic,4,4.1087,92,61,32,22,52,59
pianism,4,3.80612,98,61,16,18,60,59
pianola,4,3.97,100,63,27,15,50,61
piaster,4,4.22293,314,243,117,67,184,234
piazzas,4,3.75862,29,15,5,1,19,15
pibroch,4,3.69118,68,31,14,14,46,31
picador,4,3.93798,129,81,33,29,76,77
piceous,4,3.9,90,56,23,20,51,56
pickaxe,4,3.62222,45,23,4,12,26,22
pickets,4,3.94393,107,76,23,28,65,72
pickier,4,3.88,50,31,10,12,29,29
picrate,4,4.06842,190,132,61,51,113,127
picrite,4,3.91935,62,40,14,17,34,39
pictish,4,3.83871,62,38,12,16,35,37
piddled,4,3.86207,29,15,7,11,21,14
piddles,4,3.98667,75,49,20,18,53,47
piddock,4,3.36667,30,10,1,9,19,9
pidgins,4,3.77083,48,27,7,8,31,26
piebald,4,3.87857,140,91,26,26,85,86
piecing,4,3.81579,38,20,9,10,18,19
piercer,4,4.04255,47,29,15,13,30,27
pierces,4,4.29825,114,85,46,22,65,83
pierian,4,3.8866,97,62,19,23,50,60
pierrot,4,4.05051,99,66,30,23,53,65
pietism,4,3.90667,75,50,16,23,50,46
pietist,4,3.88,50,33,9,17,31,30
pigfish,4,3.46154,26,11,1,6,17,11
piggery,4,3.57447,47,22,5,10,27,22
piggier,4,3.44444,27,10,2,8,19,10
piggies,4,3.41667,24,10,0,4,16,10
pigging,4,3.61538,13,5,2,2,8,5
piggish,4,3.52174,23,11,1,4,15,11
piglets,4,3.92562,121,80,28,35,79,76
pigling,4,3.79167,24,12,5,3,14,12
pigmies,4,3.425,40,16,1,3,24,16
pigpens,4,3.7619,63,36,10,13,41,35
pigskin,4,3.86957,46,29,8,14,32,27
pigtail,4,3.55738,61,29,5,12,37,29
pigweed,4,3.51282,39,15,4,10,30,14
pikeman,4,3.75221,113,69,14,25,61,63
pilaffs,4,3.78462,65,39,10,10,39,39
pileate,4,3.93388,121,78,27,26,68,77
pileous,4,3.97656,128,85,34,24,71,84
pileups,4,4.05063,79,52,23,15,45,52
pilfers,4,4.11382,123,88,39,23,69,85
pilings,4,3.85106,47,29,9,9,32,28
pillbox,4,3.46429,28,10,2,8,19,9
pilling,4,3.69565,23,11,4,5,15,11
pillion,4,3.63333,30,16,3,8,17,16
pillory,4,3.78431,51,29,8,10,23,29
pillowy,4,3.64103,39,20,4,7,26,19
pimento,4,3.84,125,79,23,34,72,73
pimping,4,3.5,24,9,2,4,17,9
pimpled,4,3.83929,56,32,10,13,45,32
pincers,4,4.24409,127,95,50,26,74,92
pincher,4,4.1087,92,61,32,22,52,59
pinches,4,3.9604,101,66,25,25,65,64
pinetum,4,3.87912,91,56,19,25,54,54
pinfish,4,3.69697,33,17,4,8,23,17
pinfold,4,3.56061,66,32,4,12,37,31
pinging,4,3.75,16,7,3,3,11,7
pinguid,4,3.56757,37,13,6,5,20,13
pinhead,4,3.73109,119,69,16,23,68,64
pinhole,4,3.76344,93,53,14,24,59,48
piniest,4,4.05208,96,68,27,28,62,64
pinions,4,3.72973,37,18,6,7,24,18
pinkest,4,4.00709,141,103,36,38,87,98
pinkeye,4,3.64407,59,32,6,13,28,31
pinkies,4,3.875,64,42,13,15,39,42
pinking,4,3.77273,22,10,4,6,14,9
pinkoes,4,3.97203,143,97,36,27,72,95
pinnace,4,4.03797,79,53,22,21,43,51
pinnate,4,4.024,125,83,35,27,65,81
pinnule,4,3.96429,56,34,14,12,28,33
pinones,4,3.95745,94,60,24,22,56,58
pintail,4,3.86458,96,59,22,22,54,56
pintoes,4,4.11,200,145,62,56,124,133
pinwork,4,3.55224,67,31,5,20,39,29
pinworm,4,3.45763,59,24,3,17,43,24
pinyons,4,3.66071,56,27,8,8,33,27
piously,4,3.74118,85,48,14,13,50,48
pipeful,4,3.79167,48,27,7,9,24,26
pipette,4,4,25,15,7,7,15,15
pipping,4,3.76923,13,5,3,2,9,5
pippins,4,3.64286,14,7,1,3,13,7
piquant,4,3.81176,85,51,16,18,48,49
piquing,4,3.47368,19,7,2,3,11,7
piragua,4,3.71831,71,41,9,8,31,41
pirogue,4,3.64198,81,39,12,17,49,38
piscary,4,4.0155,129,84,39,27,75,84
piscina,4,4.03614,83,59,21,16,45,58
piscine,4,3.96491,57,38,15,15,35,36
pismire,4,3.90123,81,52,18,10,49,52
pistils,4,3.93878,49,33,11,16,38,32
pistole,4,4.06806,191,140,55,52,122,133
pitanga,4,3.95146,103,64,27,18,60,61
pitapat,4,3.58065,31,14,4,4,20,14
piteous,4,3.85271,129,81,27,35,82,77
pitfall,4,3.61905,63,33,6,22,43,32
pithier,4,3.7069,58,32,8,17,32,31
pithily,4,3.62963,27,14,3,9,14,14
pitying,4,3.56667,30,12,4,6,20,12
pivoted,4,3.67123,73,36,10,22,50,34
pizzazz,4,4,7,4,2,1,4,4
placers,4,4.30556,216,168,93,45,139,160
placket,4,3.91803,122,82,26,32,70,77
placoid,4,3.79661,118,73,17,19,65,71
plaided,4,3.98039,102,67,26,24,65,61
plainer,4,4.09852,203,148,60,46,113,141
plaints,4,4.0625,208,148,59,47,134,141
plaited,4,4.02646,189,130,52,45,112,124
planers,4,4.19324,207,154,81,41,128,149
planish,4,3.95541,157,108,36,27,89,105
planked,4,3.83898,118,74,23,25,68,70
plantar,4,4,98,64,26,16,52,62
planula,4,3.76923,52,31,9,7,28,29
plashed,4,4.10241,166,118,58,32,106,113
plashes,4,4.24627,134,102,53,19,80,98
plasmas,4,4,80,54,23,11,58,53
plasmic,4,3.98113,159,111,41,32,98,111
plastid,4,3.91071,168,109,37,32,102,104
platens,4,4.20866,254,198,94,61,159,188
platies,4,4.21254,287,220,104,57,162,212
platina,4,4.07634,131,87,41,23,69,84
platted,4,3.96078,102,68,27,22,64,64
platypi,4,3.77922,77,44,14,13,39,43
plaudit,4,3.83036,112,64,25,19,52,62
plautus,4,3.78351,97,59,16,14,50,56
playact,4,3.76389,72,41,13,11,35,40
playlet,4,3.93333,105,67,26,25,69,63
playpen,4,3.7284,81,45,14,17,51,43
pleader,4,4.10687,131,91,41,31,82,86
plectra,4,4.20419,191,141,74,51,115,132
pledgee,4,3.85714,35,21,7,7,24,20
pledger,4,3.92537,67,41,17,14,40,40
pledget,4,3.80769,52,31,8,12,31,30
plenish,4,3.89524,105,68,24,27,70,66
pleopod,4,3.81633,49,28,7,9,31,28
plessor,4,4.2,110,82,41,21,61,77
pleurae,4,4,110,71,29,18,57,69
pleural,4,3.98113,106,70,25,18,54,68
pleuron,4,3.77143,105,64,15,22,55,61
pliable,4,3.90909,88,58,17,16,57,55
pliably,4,3.67241,58,33,6,15,35,30
pliancy,4,3.83673,98,59,18,20,53,56
plicate,4,4.02994,167,115,46,36,86,113
plights,4,3.84507,71,45,11,24,52,42
plinths,4,3.81707,82,52,12,25,61,50
plodded,4,3.7619,42,22,7,6,23,22
plodder,4,3.91358,81,49,19,17,44,47
plopped,4,3.75,40,20,6,7,23,20
plosion,4,3.96667,90,64,21,17,63,63
plosive,4,3.97479,119,82,30,23,71,78
plotter,4,4.03488,86,58,24,18,44,57
ploughs,4,3.76667,90,54,11,11,55,54
plovers,4,4.08571,105,74,34,25,62,70
plowboy,4,3.75,48,26,9,7,25,26
plowman,4,3.56322,87,40,9,14,54,38
plowmen,4,3.62338,77,38,9,17,50,36
plucker,4,3.90141,71,47,13,11,35,47
plumate,4,3.89103,156,100,33,25,85,97
plumbed,4,3.8806,67,39,16,10,37,38
plumbic,4,3.83333,48,27,11,9,32,25
plumbum,4,3.53333,15,7,1,2,8,7
plumcot,4,3.68116,69,37,10,13,38,37
plumier,4,3.99123,114,74,27,11,59,74
pluming,4,3.8,70,35,15,7,39,35
plumose,4,3.96212,132,87,36,18,68,85
plumped,4,4,55,33,15,6,30,33
plumper,4,4.01587,63,39,15,7,32,39
plumply,4,3.90476,21,13,5,3,13,13
plumule,4,3.56667,30,16,1,1,14,16
plunked,4,3.73438,64,38,9,11,29,38
plurals,4,3.88043,92,59,19,10,46,58
plusher,4,3.91509,106,69,25,20,55,65
plushly,4,3.86486,37,19,10,9,19,19
plusses,4,3.95,40,25,9,8,18,24
pluvial,4,3.71154,52,28,7,9,26,27
poacher,4,4.05521,163,110,51,36,99,105
poaches,4,3.95679,162,108,41,33,93,104
pochard,4,3.80357,112,64,23,20,76,61
pocosin,4,3.86364,66,42,14,16,47,41
podagra,4,3.83721,86,52,16,12,46,51
podding,4,3.57692,52,21,8,11,32,20
podiums,4,3.70833,96,47,16,8,53,47
poetess,4,4.075,80,59,23,22,51,56
poetize,4,3.55556,36,15,5,10,19,15
pogonia,4,3.81333,75,45,14,10,32,44
pogroms,4,4.10526,57,42,18,5,28,40
poising,4,3.7,60,31,9,9,35,29
pokiest,4,3.88462,130,87,26,29,76,82
polacca,4,3.77273,44,26,6,5,27,26
polacre,4,4.03571,168,116,48,42,109,110
poleaxe,4,3.58491,53,27,3,6,37,27
polecat,4,3.95706,163,110,37,34,93,108
polemic,4,3.79518,83,52,11,19,52,50
polenta,4,4.02475,202,139,56,42,113,134
policed,4,3.8972,107,68,20,24,66,65
polices,4,4.02206,136,97,37,32,80,94
politer,4,3.99324,148,99,39,35,80,98
polkaed,4,3.66102,118,65,12,15,63,63
pollens,4,3.93182,88,60,20,20,51,57
polypus,4,3.88525,61,36,15,9,34,36
pomaded,4,3.59155,71,33,6,12,48,31
pomades,4,3.79195,149,88,25,21,94,84
pomatum,4,3.42424,66,26,2,11,40,26
pomfret,4,3.87755,98,61,22,23,57,57
pommard,4,3.51515,66,31,3,14,49,30
pommels,4,3.84286,70,42,15,10,39,40
pompano,4,3.74419,43,24,6,5,27,24
pompoms,4,3.86364,22,14,4,2,13,14
pompons,4,3.94444,36,24,9,4,21,23
ponceau,4,3.85263,95,60,18,18,49,57
ponchos,4,3.93151,73,49,17,8,42,48
ponders,4,4.00629,159,110,44,34,98,104
poniard,4,3.89873,158,102,36,35,89,98
pontine,4,3.97778,90,57,25,29,48,53
pooches,4,3.92473,93,61,23,16,53,60
poodles,4,4.11927,109,77,34,16,59,75
poohing,4,3.70909,55,28,8,8,32,28
poorboy,4,3.42308,26,11,0,6,13,10
popedom,4,3.69231,39,21,4,6,27,21
popeyed,4,3.59459,37,16,5,5,23,15
popguns,4,3.64912,57,31,4,9,36,29
poplars,4,3.88764,89,58,19,10,55,57
popover,4,3.62963,27,15,2,11,19,13
poppers,4,3.87037,54,35,10,9,36,35
poppied,4,3.53846,26,9,3,6,20,9
porcine,4,4.08594,128,87,38,37,67,83
porgies,4,3.93617,141,91,35,17,77,90
porkers,4,4.01333,75,50,21,9,40,50
porkier,4,3.89041,73,44,17,10,33,44
porkies,4,3.95804,143,97,35,18,75,96
porkpie,4,3.69118,68,37,8,12,38,37
porrima,4,3.7375,80,44,12,14,57,44
portend,4,3.93233,133,86,33,40,89,83
portent,4,3.95402,87,57,22,28,57,55
porting,4,3.80374,107,62,19,27,65,60
poseurs,4,4.20769,130,94,47,25,78,91
poshest,4,3.98276,116,83,29,35,77,77
possums,4,3.75,40,23,6,3,24,23
postbag,4,3.62963,108,59,9,22,75,56
postbox,4,3.61538,39,20,4,11,29,18
postboy,4,3.82456,57,35,11,15,37,32
postern,4,4.22843,197,151,74,54,123,139
postfix,4,3.45455,55,23,2,17,43,21
postmen,4,4,142,99,36,43,91,89
potamic,4,3.78378,111,60,19,21,73,60
potence,4,3.88235,68,41,14,22,41,38
potfuls,4,3.82105,95,59,17,20,58,56
pothead,4,3.70543,129,69,18,31,83,64
potheen,4,3.71831,71,39,9,25,45,34
potherb,4,3.81,100,58,21,24,60,55
pothers,4,4.13043,184,136,60,46,109,124
pothook,4,3.66667,33,20,2,9,15,19
potluck,4,3.74194,62,35,9,13,34,35
potoroo,4,3.95833,24,15,6,7,14,14
potpies,4,3.875,96,62,19,27,64,58
potshot,4,3.97468,79,57,18,17,46,54
pottage,4,3.72368,76,40,10,22,47,39
pottier,4,3.91398,93,59,22,22,54,59
potties,4,3.86,100,66,18,26,63,61
pouched,4,3.73418,79,40,16,12,42,38
poulard,4,3.79688,128,76,22,19,55,73
pounced,4,3.83333,90,53,18,21,51,48
pouncer,4,4.00917,109,71,27,29,61,68
pounces,4,3.93043,115,75,27,27,67,71
poundal,4,3.8,110,62,21,17,57,58
pouters,4,4.25676,222,168,87,49,129,160
powwows,4,3.73333,15,8,2,1,9,8
praetor,4,4,126,80,36,33,81,77
prakrit,4,3.65217,69,37,8,16,39,35
praline,4,4.09852,203,148,60,46,113,141
pranced,4,4.06757,148,104,45,37,86,99
prancer,4,3.96629,89,59,23,25,56,56
prances,4,4.275,200,153,82,41,121,148
praters,4,4.21858,183,140,66,42,109,132
prating,4,3.88276,145,92,29,37,88,89
prattle,4,4.13869,137,98,49,35,83,93
prawned,4,3.94483,145,91,34,37,93,89
preachy,4,4.02941,136,88,42,33,84,82
prebake,4,3.73333,75,40,10,19,51,37
prebend,4,3.94286,70,47,16,18,40,44
preboil,4,3.75728,103,58,18,18,60,57
precast,4,4.30534,262,208,107,66,171,196
precept,4,3.89744,39,25,9,7,25,25
precess,4,4.26667,60,44,24,8,32,43
precook,4,3.85246,61,38,11,16,39,36
precool,4,3.98684,76,51,18,20,41,48
predate,4,4.10791,139,97,45,39,84,91
predawn,4,3.94483,145,91,34,37,93,89
predial,4,4.09852,203,147,63,46,123,140
preemie,4,3.80952,42,24,7,8,28,24
preempt,4,3.95455,44,30,10,12,28,28
preened,4,4.04,50,34,12,12,24,32
prefabs,4,3.87719,114,72,27,22,80,70
preform,4,3.89091,55,33,13,14,33,29
prelacy,4,4.06369,157,107,50,41,99,98
prelate,4,4.19136,162,117,60,40,92,112
prelect,4,4.04615,65,46,18,10,34,46
prelims,4,4.15646,147,105,49,22,84,103
premeds,4,4,77,54,21,14,44,51
premial,4,4.02513,199,141,51,39,118,139
premiss,4,4.08571,105,74,31,15,60,72
prepays,4,4.05755,139,94,43,27,76,90
preplan,4,4,100,66,27,26,60,61
preppie,4,3.81481,27,14,5,7,20,14
prepuce,4,3.72973,37,20,6,7,27,20
presage,4,4.14189,148,105,52,26,90,104
presets,4,4.44681,94,77,45,19,53,74
presort,4,4.29771,131,101,52,30,75,94
pressor,4,4.15714,70,50,24,10,39,49
prestos,4,4.34641,153,122,65,38,91,115
preteen,4,4.15385,52,38,17,13,24,38
pretest,4,4.38202,89,72,40,17,46,68
prevues,4,4.125,80,55,28,17,52,52
prewash,4,4.04,175,119,55,32,108,117
priapic,4,3.66667,33,17,5,10,20,17
priapus,4,3.83158,95,57,19,10,49,57
pricier,4,3.9697,33,20,10,10,17,19
pricked,4,4.02381,84,55,24,23,54,53
pricker,4,3.98182,55,35,15,12,30,33
pricket,4,3.93617,94,62,21,22,55,59
prickle,4,4.04494,89,60,25,18,48,57
priding,4,3.76923,39,22,6,10,23,22
primero,4,3.91139,79,50,18,13,44,49
primine,4,3.91667,60,38,14,12,32,37
primmer,4,3.80488,41,24,7,5,25,24
primped,4,3.91304,69,44,15,14,49,44
primula,4,3.88966,145,94,30,19,74,92
prinker,4,3.95455,66,43,16,10,27,43
prisage,4,4.08081,198,140,61,32,115,139
prithee,4,3.93902,82,52,21,26,49,47
privets,4,4.17266,139,104,46,31,82,101
privier,4,3.76923,26,14,5,6,14,13
privies,4,3.9,60,39,13,8,34,39
privily,4,3.47059,17,7,1,2,9,7
privity,4,3.5,20,8,2,5,12,8
prizing,4,3.47619,21,9,1,5,14,9
probity,4,3.52564,78,34,6,19,43,34
procarp,4,3.675,40,22,3,11,32,22
procyon,4,3.75926,54,32,9,13,30,31
prodded,4,3.82609,46,26,9,9,28,26
prodder,4,3.82,50,29,11,10,30,28
proffer,4,3.62069,29,13,5,9,18,12
profuse,4,3.84071,113,70,21,23,71,67
prolate,4,4.07477,214,147,70,50,123,141
proline,4,4.0219,137,94,37,29,71,91
prologs,4,4.09091,66,52,19,7,29,51
pronate,4,4.01429,210,140,58,51,123,135
pronuba,4,3.60194,103,50,12,21,59,48
proofed,4,3.79412,68,39,12,18,43,36
propels,4,4.09091,99,71,30,17,54,69
propend,4,3.71053,76,43,9,22,51,41
propene,4,3.7963,54,31,8,15,32,30
prorate,4,4,126,80,36,33,81,77
prosaic,4,4.01274,157,108,45,28,91,108
prosier,4,4.09434,106,74,33,14,55,74
prosody,4,4.01538,65,45,17,10,28,43
protean,4,4.01429,210,140,58,51,123,135
protist,4,3.93814,97,63,24,25,60,60
protium,4,3.64583,96,49,11,19,60,49
prouder,4,4,91,59,25,17,43,58
proviso,4,3.71429,35,19,6,6,20,18
